type,typeName,name,spell,spellAll,code
PFund,私募,金狮141号,JS141H,--,P03893
PFund,私募,大成灵活配置,DCLHPZ,dachengjijin,P01268
PFund,私募,大成灵活配置2期,DCLHPZ2Q,dachengjijin,P01269
PFund,私募,新申财富(淡水静湍2号),XSCFDSJT2H,danshuijingtuan,P01270
PFund,私募,得利宝至尊14号,DLBZZ14H,jinglinzichan,P01272
PFund,私募,德汇稳健1号,DHWJ1H,dehui,P01273
PFund,私募,第一永金,DYYJ,huixiangerlingyiyi,P01275
PFund,私募,鼎锋16期,DF16Q,dingfengzichan,P01278
PFund,私募,鼎锋18期,DF18Q,dingfengzichan,P01279
PFund,私募,鼎锋成长组合,DFCZZH,dingfengzichan,P01280
PFund,私募,融赢中信证券5号第6期,RYZXZQ5HD6Q,--,P03027
PFund,私募,点击成金10号-第03期,DJCJ10HD03Q,--,P03039
PFund,私募,融金30号,RJ30H,--,P02853
PFund,私募,江豚证券1号,JTZQ1H,jiangtuntouzi,P03762
PFund,私募,泽熙增煦,ZXZX,zexi,P02112
PFund,私募,银帆8期,YF8Q,yinfan,P02113
PFund,私募,佑瑞持1号年年佑余1期,YRC1HNNYY1Q,youruichi,P02114
PFund,私募,佑瑞持1号年年佑余2期,YRC1HNNYY2Q,youruichi,P02115
PFund,私募,佑瑞持1号年年佑余3期,YRC1HNNYY3Q,youruichi,P02116
PFund,私募,佑瑞持1号(外贸),YRC1H(WM),youruichi,P02118
PFund,私募,东方红增利1号,DFHZL1H,dongfanghongziguan,J00187
PFund,私募,西藏同心嘉兴南湖景区,XZTXJXNHJQ,tongxinzhengquan,J00664
PFund,私募,国泰君安君享朴道一期,GTJAJXPDYQ,pudao,J00703
PFund,私募,新辉1号,XH1H,--,P03905
PFund,私募,宝晟类固定收益,BSLGDSY,--,P03919
PFund,私募,海通伞形宝01号-第42期,HTSXB01HD42Q,--,P04214
PFund,私募,长安财富2号,CACF2H,--,P04250
PFund,私募,海王星1号,HWX1H,--,P04252
PFund,私募,金海龟趋势1号,JHGQS1H,jinhaiguizichan,P04263
PFund,私募,安进1号,AJ1H,dayan,P04264
PFund,私募,金狮98号,JS98H,--,P03929
PFund,私募,金狮207号,JS207H,--,P03969
PFund,私募,增强62号-第01期,ZQ62HD01Q,--,P04057
PFund,私募,多策略多周期多品种1号,DCLDZQDPZQS1H,--,P04080
PFund,私募,凌波二号,LBEH,--,P04081
PFund,私募,汇鑫55号,HX55H,--,P02989
CPFund,私募,广发中国成长,GFZGCZ,guangfazichanguanli(xianggang),P02718
PFund,私募,华融展业1期,HRZY1Q,huarongzhanye,P02727
PFund,私募,国泰君安天富宝3号,GTJATFB3H,--,P02228
PFund,私募,安进12期盈融达量化对冲稳健1期尊享B期,AJ12QYRDLHDCWJ1QZXBQ,yingrongda,P07280
PFund,私募,万联拓璞2号风险B级,WLTP2HFXBJ,wanlianzhengquan,J00600
PFund,私募,广发睿福1号,GFRF1H,guangfazhengquan,J00601
PFund,私募,中信建投盈时财富,ZXJTYSCF,zhongxinjiantouzhengquan,J00614
PFund,私募,长江超越理财量化2号,CJCYLCLH2H,zhangjiangzhengquan,J00710
PFund,私募,融泰稳盈第05期,RTWYD05Q,--,P04927
PFund,私募,鼎兴1期长安投资282号,DX1QCATZ282H,shanxidingxing,P05036
PFund,私募,平安资产MOM1号,PAZCMOM1H,pinganluosu,P04931
PFund,私募,朱雀专享2号,ZQZX2H,zhuque,P04933
PFund,私募,泰宇1期,TY1Q,taiyutouzi,P02120
PFund,私募,泰宇2期,TY2Q,taiyutouzi,P02121
PFund,私募,永达2期,YD2Q,yongda,P02122
PFund,私募,久富2期,JF2Q,jiufu,P02123
PFund,私募,理成风景5号,LCFJ5H,licheng,P02124
PFund,私募,佑瑞持1号年年佑余4期,YRC1HNNYY4Q,youruichi,P02126
PFund,私募,佑瑞持1号年年佑余7期,YRC1HNNYY7Q,youruichi,P02128
PFund,私募,佑瑞持1号年年佑余8期,YRC1HNNYY8Q,youruichi,P02129
PFund,私募,佑瑞持1号年年佑余9期,YRC1HNNYY9Q,youruichi,P02130
PFund,私募,佑瑞持1号年年佑余10期,YRC1HNNYY10Q,youruichi,P02131
PFund,私募,佑瑞持1号年年佑余15期,YRC1HNNYY15Q,youruichi,P02132
PFund,私募,宏源无锡县前三号C,HYWXXQSHC,hongyuanzhengquan,J00680
PFund,私募,华融分级固利21号,HRFJGL21H,huarongzhengquan,J00681
PFund,私募,广发恒信1号,GFHX1H,guangfazhengquan,J00683
PFund,私募,华融分级固利27号,HRFJGL27H,huarongzhengquan,J00762
PFund,私募,国泰君安君享稳兴一号,GTJAJXWXYH,guotaijunanzhengquan,J00774
PFund,私募,国都-景瑞固收1号,GD-JRGS1H,guodouzhengquan,J00734
PFund,私募,中信证券贵宾1号,ZXZQGB1H,zhongxinzhengquan,J00023
PFund,私募,信复创值2号,XFCZ2H,xinfuchuangzhi,S20770
PFund,私募,银宏嘉益定向增发,YHJYDXZF,yinhong(tianjin),S20924
PFund,私募,久富大泽1号基金,JFDZ1HJJ,jiufuzichan,S20853
PFund,私募,永兴量化对冲2号基金,YXLHDC2HJJ,guangzhouyongxingtouzi,S20274
PFund,私募,淡水泉成长基金1期,DSQCZJJ1Q,danshuiquan,S20960
PFund,私募,淡水泉成长基金1－A,DSQCZJJ1A,danshuiquan,S20958
PFund,私募,淡水泉成长基金1－B,DSQCZJJ1B,danshuiquan,S20959
PFund,私募,陆家嘴财富基金1期,LJZCFJJ1Q,danshuiquan,S20961
PFund,私募,金蝶1号基金,JD1HJJ,putijinguquantouzi,S21008
PFund,私募,雪球1号基金,XQ1HJJ,putiantouzi,S21007
PFund,私募,江豚1号,JT1H,jiangtuntouzi,S20858
PFund,私募,白石15号基金,BS15HJJ,baishizichan,S20488
PFund,私募,安进12期盈融达量化对冲稳健1期尊享G期,AJ12QYRDLHDCWJ1QZXGQ,yingrongda,P07284
PFund,私募,安信安惠2号,AXAH2H,anxinzhengquan,J00509
PFund,私募,恒泰创富19号,HTCF19H,hengtaizhengquan,J00443
PFund,私募,华西红利来四号B,HXHLLSHB,huaxizhengquan,J00429
PFund,私募,瑞滙2A类第92期,RH2ALD92Q,--,P07638
PFund,私募,招商汇智之金百镕A,ZSHZZJBRA,jinbairong,J00523
PFund,私募,大宗宝(第2期),DZBD2Q,--,P04708
PFund,私募,方正融金01号第16期,FZRJ01HD16Q,--,P04819
PFund,私募,点击成金15号第01期,DJCJ15HD01Q,--,P04270
PFund,私募,顺赢一号,SYYH,shunying,P04271
PFund,私募,融达稳盈证券投资第01期,RDWYZQTZD01Q,--,P04284
PFund,私募,朱雀漂亮阿尔法尊享S期,ZQPLAEFZXSQ,zhuque,P04332
PFund,私募,永达5期,YD5Q,yongda,P04356
PFund,私募,煌昱稳健2号,HYWJ2H,huangyutouzi,P04392
PFund,私募,蓝之舰1期,LZJ1Q,lanzhijiantouzi,P04401
PFund,私募,朱雀投资专享4号,ZQTZZX4H,zhuque,P04935
PFund,私募,浙商财通浙雅1号投资2期,ZSCTZY1HTZ2Q,zheshangshanghaizichan ,P04912
CPFund,私募,King Tower China Growth,KTCGF,jingtailifeng,H00037
PFund,私募,阿土2号,AT2H,--,P05240
PFund,私募,久久益,JJY,jiujiuyi,P02175
PFund,私募,富善致远CTA一期,GHFSZYCTAYQ,fushantouzi,579106
PFund,私募,诺德嘉诚1期,NDJC1Q,jiachengzichan,M00127
PFund,私募,招商汇智之理成风景6号,ZSHZZLCFJ6H,zhaoshangzhengquan,J00735
PFund,私募,招商汇智之理成风景6号A,ZSHZZLCFJ6HA,zhaoshangzhengquan,J00736
PFund,私募,招商汇智之理成风景6号B,ZSHZZLCFJ6HB,zhaoshangzhengquan,J00737
PFund,私募,冰剑10号,BJ10H,bingjian,P04973
PFund,私募,乐活恒永,LHHY,yuxinfengtouzi,P04974
PFund,私募,大君智萌2期,DJZM2Q,dajunzhimengtouzi,P04975
PFund,私募,华泰中银半年发,HTZYBNF,huataizhengquan,J00716
PFund,私募,华泰中银半年发优先级,HTZYBNFYXJ,huataizhengquan,J00717
PFund,私募,大通三石2号A2,DTSS2HA2,datongzhengquan,J00830
PFund,私募,华融分级固利31号B,HRFJGL31HB,huarongzhengquan,J00858
PFund,私募,商品CTA2号,SPCTA2H,yitaiziguan,P04326
PFund,私募,玛雅星海一号,MYXHYH,mayaxinghai,P04390
PFund,私募,久阳5期,JY5Q,jiuyangrunquanziben,P07012
PFund,私募,歌斐诺宝稳进一号,GFNBWJYH,gefeinuobao,S20048
PFund,私募,广发多添富2号A,GFDTF2HA,guangfazichanguanli,J01345
PFund,私募,华泰紫金新富1号,HTZJXF1H,huataizhengquan,J01307
PFund,私募,展博投资尊享系列之G期,ZBTZZXXLZGQ,zhanbo,P03256
PFund,私募,新时代新财富8号普通级,XSDXCF8HPTJ,xinshidaizhengquan,J00609
PFund,私募,吉祥宝01期-第1期,JXB01QD1Q,--,P03590
PFund,私募,融泰稳盈-第04期,RTWYD04Q,--,P03600
PFund,私募,增强35号第13期,ZQ35HD13Q,--,P03616
PFund,私募,金狮120号,JS120H,--,P03093
PFund,私募,旭金1号,XJ1H,--,P03096
PFund,私募,青龙雨露投资基金,QLYLTZJJ,--,P04256
PFund,私募,永富一号,YFYH,--,P04260
PFund,私募,和泽一号,HZYH,--,P04261
PFund,私募,金狮97号,JS97H,--,P03928
PFund,私募,汇富125号,HF125H,--,P03932
PFund,私募,金狮154号,JS154H,--,P03939
PFund,私募,锦尚01号第02期,JS01HD02Q,--,P03953
PFund,私募,睿晟一号,RSYH,--,P03980
PFund,私募,锦尚01号第05期,JS01HD05Q,--,P03983
PFund,私募,锦尚01号第06期,JS01HD06Q,--,P03989
PFund,私募,08融新108号-第3期,08RX108HD3Q,--,P04006
PFund,私募,融盛民生05号-第2期,RSMS05HD2Q,--,P04020
PFund,私募,德源富锦1号,DYFJ1H,deyuanfujin,P02329
PFund,私募,汇信-金百合1号,HXJBH1H,jinbaihecaifu,P02530
PFund,私募,汇信-泓德1号,HXHD1H,hongde,P02526
PFund,私募,长青藤2期,CQT2Q,shenzhenchangqingteng,P01259
PFund,私募,贝塔1号,BT1H,beitatouzi,P04501
PFund,私募,千华策略一期(I类),QHCLYQIL,qianhua,P04514
PFund,私募,融新345号(恒顺泰1期),RX345HHST1Q,--,P02793
PFund,私募,卧龙1期,WL1Q,wolonggang,P02539
PFund,私募,橙色量化1期,CSLH1Q,xazzlyxxjsyxgs,P02101
PFund,私募,朱雀阿尔法尊享B期,ZQAEFZXBQ,zhuque,P02103
PFund,私募,浦江之星78号,PJZX78H,--,P02210
PFund,私募,浦江之星11号3期,PJZX11H3Q,--,P02212
PFund,私募,浦江之星126号,PJZX126H,--,P02213
PFund,私募,浦江之星120号,PJZX120H,--,P02214
PFund,私募,浦江之星155号,PJZX155H,--,P02217
PFund,私募,申银宝鼎1期浦江之星58号,SYBD1QPJZX58H,--,P02221
PFund,私募,浦江之星17号2期,PJZX17H2Q,minxiang,P02223
PFund,私募,浦江之星130号,PJZX130H,--,P02224
PFund,私募,海通创新1号,HTCX1H,--,P02227
PFund,私募,枫景,FJ,--,P02229
PFund,私募,国贸东方1期,GMDF1Q,zhejiangguomaodongfangtouzi,P02238
PFund,私募,利通5号母基金,LT5HMJJ,--,P02246
PFund,私募,财富3号,CF3H,--,P02248
PFund,私募,隆元系列第1期第17期,LYXLD1QD17Q,--,P05010
PFund,私募,量化思维2号,LHSW2H,lianghuasiwei,P05012
PFund,私募,安心2号,AX2H,--,P05014
PFund,私募,创赢18号,CY18H,chuangying,P05025
PFund,私募,滨海嘉鑫1号,BHJX1H,binhaitiandi,S21025
PFund,私募,上海盛稳投资合伙企业,SHSWTZHHQY,guangdajinkong,S20058
PFund,私募,上海盛璟投资合伙企业,SHSJTZHHQY,guangdajinkong,S20279
PFund,私募,熵一资本宏观对冲1号,SYZBHGDC1H,shangyiziguan,P07164
PFund,私募,鲁红致选1号,LHZX1H,guantongbeiwei,S20407
PFund,私募,凌宇套利3号,LYTL3H,zhanganderuiwei,S20458
PFund,私募,步步为营5号,BBWY5H,dezecaifu,S20459
PFund,私募,步步为营6号,BBWY6H,dezecaifu,S20460
PFund,私募,富承高息基金1号,FCGXJJ1H,jinghangzichan,S20566
PFund,私募,恒立1号,HL1H,hengtiancheng,S20573
PFund,私募,沣麟稳进1号基金,FLWJ1HJJ,fenglincaifu,S20596
PFund,私募,共青城中谦,GQCZQ,lantuo,P04849
PFund,私募,国海金贝壳19号,GHJBK19H,guohaizhengquan,J00379
PFund,私募,万家共赢景泰基金一号,WJGYJTJJYH,nuobangguquanjijin,P07160
PFund,私募,传家堡1号,CJB1H,sanduxinghe,P07163
PFund,私募,常春藤8期,CCT8Q,changchuntengziguan,P07166
PFund,私募,国时资产定增1号,GSZCDZ1H,guoshizichan,P07170
PFund,私募,增益1号(兴业),ZY1HXY,dongbeizhengquan,P03834
PFund,私募,山证明勇证券投资-第2期,SZMYZQTZD2Q,--,P02964
PFund,私募,信北01号第14期,XB01HD14Q,--,P04369
PFund,私募,浦江之星132号二期,PJZX132HEQ,--,P04370
PFund,私募,稳健人生3期,WJRS3Q,--,P04398
PFund,私募,同利债券投资,TLZQTZ,--,P04399
PFund,私募,方得稳健成长01号(第20期),FDWJCZ01HD20Q,fangdezichan,P03674
PFund,私募,融享03号-第5期,RX03HD5Q,--,P03471
PFund,私募,广发福安01号第01期,GFFA01HD01Q,--,P03480
PFund,私募,恒鹰01号第01期,HY01HD01Q,--,P03493
PFund,私募,双赢(6期),SY6Q,waimaoxintuo,P03519
PFund,私募,楚天01号,CT01H,--,P03532
PFund,私募,广发丰沃1号,GFFW1H,--,P03557
PFund,私募,方正融金01号-第09期,FZRJ01HD09Q,--,P03597
PFund,私募,人合安泰1号2期,RHAT1H2Q,--,P03605
PFund,私募,融盛稳健01号增强15号19期,RSWJ01HZQ15H19Q,--,P03119
PFund,私募,红宝石安心稳健(H-3631),HBSAXWJH3631,--,P03135
PFund,私募,湘银投资,XYTZ,--,P03147
PFund,私募,朱雀阿尔法尊享C期,ZQAEFZXCQ,zhuque,P02104
PFund,私募,朱雀阿尔法尊享D期,ZQAEFZXDQ,zhuque,P02105
PFund,私募,朱雀阿尔法尊享E期,ZQAEFZXEQ,zhuque,P02106
PFund,私募,朱雀阿尔法尊享F期,ZQAEFZXFQ,zhuque,P02107
PFund,私募,朱雀阿尔法尊享G期,ZQAEFZXGQ,zhuque,P02108
PFund,私募,朱雀阿尔法尊享I期,ZQAEFZXIQ,zhuque,P02110
PFund,私募,朱雀阿尔法尊享J期,ZQAEFZXJQ,zhuque,P02111
PFund,私募,投资精英之景林B类,TZJYZJLBL,jinglinzichan,P02362
PFund,私募,投资精英之景林A类,TZJYZJLAL,jinglinzichan,P02430
PFund,私募,投资精英之景林I类,TZJYZJLIL,jinglinzichan,P02586
PFund,私募,金陀罗飞龙1号,JTLFL1H,jintuoluo,P02380
PFund,私募,齐鲁宝荣1号A,QLBR1HA,qiluzhengquan,J00713
PFund,私募,增强22号(中融微金1号),ZQ22HZRWJ1H,--,P02911
PFund,私募,融创稳健2号(第2期),RCWJ2HD2Q,--,P02935
PFund,私募,融安1号(第02期),RA1HD02Q,--,P02946
PFund,私募,康腾量化对冲1号,KTLHDC1H,kangteng,P03158
PFund,私募,稳健增利2号,WJZL2H,--,P03197
PFund,私募,乾赢3号,QY3H,--,P03213
PFund,私募,成长01号,CZ01H,--,P03238
PFund,私募,久富财富1号,JFCF1H,--,P03248
PFund,私募,熙盛一号,XSYH,--,P03253
PFund,私募,融盛稳健01号增强15号34期,RSWJ01HZQ15H34Q,--,P03267
PFund,私募,方得稳健成长01号(第10期),FDWJCZ01HD10Q,fangdezichan,P03284
PFund,私募,联合星辰(2011),LHXC2011,qiluzhengquan,P03315
PFund,私募,财智通1号,CZT1H,--,P03316
PFund,私募,融金21号(融华01号-第7期),RJ21HRH01HD7Q,--,P03681
PFund,私募,佑瑞持1号年年佑余11期,YRC1HNNYY11Q,youruichi,P02535
PFund,私募,盈峰新时代1期,YFXSD1Q,yingfengziben,P02473
PFund,私募,增强62号-第02期,ZQ62HD02Q,--,P04049
PFund,私募,增强62号证券投资-第03期,ZQ62HZQTZD03Q,--,P04050
PFund,私募,东吴鼎利40号(合晟4号)母,DWDL40HXDHSZQ,heshengzichan,P07173
PFund,私募,鹤骑鹰混合对冲,HQYHHDC,heqiyingtouzi,P07176
PFund,私募,融盛稳健01号增强15号6期,RSWJ01HZQ15H6Q,--,P03166
PFund,私募,增强35号第14期,ZQ35HD14Q,--,P03200
PFund,私募,融享03号-第4期,RX03HD4Q,--,P03215
PFund,私募,债券投资4号,ZQTZ4H,--,P03217
PFund,私募,大格局基金,DGJJJ,yurong,P03223
PFund,私募,海通伞形宝01号-第12期,HTSXB01HD12Q,--,P03250
PFund,私募,永熙1号,YX1H,--,P03269
PFund,私募,永邦1号,YB1H,--,P03469
PFund,私募,融盛稳健01号增强15号32期,RSWJ01HZQ15H32Q,--,P03647
PFund,私募,融盛稳健01号增强15号24期,RSWJ01HZQ15H24Q,--,P03658
PFund,私募,宝丰(兴龙),BFXL,--,P04621
PFund,私募,金狮185号,JS185H,--,P04669
PFund,私募,久德坤泽,JDKZ,jiudetouzi,P04778
PFund,私募,鼎诺尊享A期,DNZXAQ,dingnuo,P04790
PFund,私募,惠正尊享A期,HZZXAQ,--,P04794
PFund,私募,万博稳健2期,WBWJ2Q,wanboxiongdizichan,P04796
PFund,私募,海洋之星16号2期,HYZX16H2Q,--,P02239
PFund,私募,天马一期,TMYQ,tianmashidai,P02251
PFund,私募,嘉宏1号,JH1H,henglida,P02292
PFund,私募,旭诚二期,XCEQ,xuchengzichan,P02299
PFund,私募,道谊量化增强1期,DYLHZQ1Q,daoyizichan,P02375
PFund,私募,佑瑞持1号年年佑余17期,YRC1HNNYY17Q,youruichi,P02536
PFund,私募,富舜2期,FS2Q,fushun,P02477
PFund,私募,和顺1期,HS1Q,heshuntiancheng,P02566
PFund,私募,私募工场以恒1号,SMGCYH1H,zhipuziguan,P02480
PFund,私募,私募工场第2期思考8号,SMGCD2QSK8Q,zhejiangsikao,P02417
PFund,私募,华银精治新时代,HYJZXSD,huayinjingzhi,P02596
PFund,私募,幸福1期,XF1Q,--,P02165
PFund,私募,银田1号,YT1H,yintian,P02168
PFund,私募,海川5号,HC5H,haichuanzefu,P02156
PFund,私募,绝地之光1号,JDZG1H,--,P05030
PFund,私募,长城汇理12A并购基金1号,CCHL12ABGJJ1H,zhangchenghuili,S20431
PFund,私募,雷火丰丰景1号,LHFFJ1H,leihuofengzichan,S20439
PFund,私募,浙商财通浙雅2号(优先),ZSCTZY2HYX,zheshangshanghaizichan ,P02643
PFund,私募,融赢华泰3号组合10,RYHT3HZH10,--,P04889
PFund,私募,淡水一号,DSYH,--,P05597
PFund,私募,天一1号,TY1H,tianyi,P05598
PFund,私募,国泰君安君享天马一号,GTJAJXTMYH,tianma1,J00776
PFund,私募,汇金聚富IX期第10期,HJJFIXQD10Q,--,P04897
PFund,私募,佑瑞持1号年年佑余19期,YRC1HNNYY19Q,youruichi,P03383
PFund,私募,华融分级固利29号A,HRFJGL29HA,huarongzhengquan,J00853
PFund,私募,华融分级固利29号B,HRFJGL29HB,huarongzhengquan,J00854
PFund,私募,国金慧泉精选对冲2号,GJHQJXDC2H,guojinzhengquan,J00855
PFund,私募,华融分级固利32号,HRFJGL32H,huarongzhengquan,J00862
PFund,私募,华融分级固利32号A,HRFJGL32HA,huarongzhengquan,J00863
PFund,私募,招商质押宝3号A1,ZSZYB3HA1,zhaoshangzhengquan,J00808
PFund,私募,鼎诺11期(汇富134号),DN11QHF134H,dingnuo,P01282
PFund,私募,鼎诺12期(汇富133号),DN12QHF133H,dingnuo,P01283
PFund,私募,鼎诺14期(汇富150号),DN14QHF150H,dingnuo,P01285
PFund,私募,维克源,WKY,weikeyuantouzi,P04798
PFund,私募,融金慧66号-第16期,RJH66HD16Q,--,P03352
PFund,私募,融赢天风1号第2期,RYTF1HD2Q,--,P04720
PFund,私募,浦江之星79号,PJZX79H,--,P04725
PFund,私募,联合梦想二号第4期,LHMXEHD4Q,--,P04739
PFund,私募,润金25号单元1天津文华,RJ25HDY1TJWH,--,P04743
PFund,私募,融盛民生05号-第8期,RSMS05HD8Q,--,P04275
PFund,私募,股期一号,GQYH,--,P04288
PFund,私募,融盛民生05号-第9期,RSMS05HD9Q,--,P04289
PFund,私募,凌宇套利8号,LYTL8H,zhanganderuiwei,S20940
PFund,私募,更红致选1号,GHZX1H,guantongbeiwei,S20948
PFund,私募,致畅文勇一号,ZCWYYH,zhichangtouzi,S20951
PFund,私募,滨海海拓资源,BHHTZY,binhaitiandi,S20967
PFund,私募,宽腾贝塔,KTBT,hangzhoukuanteng,P05259
PFund,私募,宽腾亚萍,KTYP,hangzhoukuanteng,P05260
PFund,私募,旗隆达尔文科技对冲1期,QLDEWKJDC1Q,qianhaiqilong,P02683
PFund,私募,安信安惠,AXAH,anxinzhengquan,J00398
PFund,私募,安信量化对冲1号,AXLHDC1H,anxinzhengquan,J00399
PFund,私募,安信量化对冲2号,AXLHDC2H,anxinzhengquan,J00400
PFund,私募,生易价值成长1期,SYJZCZ1Q,shengyi,P02169
PFund,私募,国都新股申购(1),GDXGSG1,--,P04415
PFund,私募,融惠优选2期,RHYX2Q,--,P03746
PFund,私募,融享02号第12期,RX02HD12Q,--,P03751
PFund,私募,松柏长青,SBCQ,--,P03757
PFund,私募,睿鑫3号(优先级),RX3HYXJ,--,P03782
PFund,私募,龙平02号,LP02H,--,P03808
PFund,私募,融新291号(第6期),RX291HD6Q,--,P03811
PFund,私募,恒天紫鑫一号,HTZXYH,zixin,P03814
PFund,私募,远策对冲1号,YCDC1H,yuance,P03815
PFund,私募,千石盈融达量化对冲6期,QSYRDLHDC6Q,yingrongda,P06741
PFund,私募,好菜鸟ETF高频套利,HCNETFGPTL,haocainiao,P07134
PFund,私募,巨杉净值线1号,JSJZX1H,jushanshanghai,P07153
PFund,私募,乾道星和量化对冲6号,QDXHLHDC6H,qiandaoxinghe,P07161
PFund,私募,睿信榜样对冲1号,RXBYDC1H,shanghaibangyangtouzi,P07165
PFund,私募,银叶1期,YY1Q,yinyetouzi,P07185
PFund,私募,感恩在线对冲套利1号,GEZXDCTL1H,ganenzaixian,P07193
PFund,私募,安信乾盛凯林1号,AXQSKL1H,kailin,P07201
PFund,私募,华融分级固利23号B,HRFJGL23HB,huarongzhengquan,J00643
PFund,私募,中航信欣2号,ZHXX2H,zhonghangzhengquan,J00559
PFund,私募,融盛民生05号-第1期,RSMS05HD1Q,--,P04021
PFund,私募,信北02号-第01期,XB02HD01Q,--,P04069
PFund,私募,海通伞形宝01号-第14期,HTSXB01HD14Q,--,P04071
PFund,私募,锦尚02号,JS02H,--,P04097
PFund,私募,融金8号第21期(中融),RJ8HD21QZR,--,P04111
PFund,私募,信北01号-第07期,XB01HD07Q,--,P04128
PFund,私募,融盛民生05号-第6期,RSMS05HD6Q,--,P04141
PFund,私募,盛创对冲基金2号,SCDCJJ2H,shengchuangzichanguanli,P04152
PFund,私募,海通伞形宝01号-第33期,HTSXB01HD33Q,--,P04156
PFund,私募,浦江之星71号,PJZX71H,--,P02796
PFund,私募,融安1号(第03期),RA1HD03Q,--,P02802
PFund,私募,浦江之星106号,PJZX106H,--,P02814
PFund,私募,昆仑十九号,KLSJH,--,P03758
PFund,私募,创赢19号,CY19H,chuangying,P05026
PFund,私募,麦田激进,MTJJ,maitian,P05028
PFund,私募,星际刍狗量化2号,XJZGLH2H,xingjichugou,P05029
PFund,私募,增强75号第06期,ZQ75HD06Q,--,P05041
PFund,私募,天和量化股指1号,THLHGZ1H,tianhefuxing,P01946
PFund,私募,天策宏观一号,TCHGYH,tianceruanjian,P04287
PFund,私募,金狮161号,JS161H,guofu,P04304
PFund,私募,汇尊股指高频,HZGZGP,--,P04384
PFund,私募,盈舞二号,YWEH,yingwutouzi,P04394
PFund,私募,富达(1期),FD1Q,waimaoxintuo,P04459
PFund,私募,方得稳健成长01号(第12期),FDWJCZ01HD12Q,fangdezichan,P02739
PFund,私募,安鑫优选01号第1期,AXYX01HD1Q,--,P02747
PFund,私募,英大1号(第5期),YD1HD5Q,--,P03326
PFund,私募,融享04号,RX04H,--,P03335
PFund,私募,融金慧66号-第11期,RJH66HD11Q,--,P03348
PFund,私募,隆元系列第1期-第8期,LYXLD1QD8Q,--,P03826
PFund,私募,广发金管家私募债1号,GFJGJSMZ1H,guangfazichanguanli,J00356
PFund,私募,鼎力策略对冲一号,DLCLDCYH,dingli,S20740
PFund,私募,昆仑鼎信积极进取1号,KLDXJJJQ1H,hengqinkunlundingxin,S20817
PFund,私募,佳盈一期,JYYQ,jiayingtouzi,S20826
PFund,私募,华夏财富创新广发一期,HXCFCXGFYQ,huaxiacaifu,S21045
PFund,私募,合晟11号,HS11H,heshengzichan,P07138
PFund,私募,上海知皓投资管理合伙企业,SHZHTZGLHHQY,zhijinzichan,S20571
PFund,私募,迪瑞增利固定收益Ⅰ号,DRZLGDSYⅠH,diruizichan(hangzhou),S20761
PFund,私募,金祥盈1号,JXY1H,yonganziben,S20788
PFund,私募,汉钊1号,HZ1H,yonganziben,S20789
PFund,私募,开拓者,KTZ,yonganziben,S20790
PFund,私募,阿尔法衍生品1号,AEFYSP1H,aerfa,S21006
PFund,私募,云岭投资1号CTA,YLLHDC1H,donghangjinkong,S21034
PFund,私募,金蕴70期(鼎萨),JY70Q(DS),dingsa,P05853
PFund,私募,理成转子7号,LCZZ7H,licheng,P06592
PFund,私募,歌斐资产以诺教育基金一号,GFZCYNJYJJYH,gefeizichan,S20189
PFund,私募,开拓者趋势跟踪程序化1号,KTZQSGZCXH1H,kaituozhezichan,S20747
PFund,私募,歌斐诺宝东台一号,GFNBDTYH,gefeinuobao,S20764
PFund,私募,升阳6期,SY6Q,shengyang,P05965
PFund,私募,千石盈融达量化对冲3期,QSYRDLHDC3Q,yingrongda,P07204
PFund,私募,荣华3期,RH3Q,jiugetouzi,P07180
PFund,私募,安信瑞和,AXRH,anxinzhengquan,J00488
PFund,私募,安信瑞泽,AXRZ,anxinzhengquan,J00492
PFund,私募,福建1期(嘉利),FJ1QJL,--,P04580
PFund,私募,金福1号(粤财信托),JF1HYCXT,--,P02778
PFund,私募,金狮15号(第02期),JS15HD02Q,--,P02803
PFund,私募,聚发15号-浦江之星59号,JF15HPJZX59H,--,P02804
PFund,私募,融赢乾元1号第2期,RYQY1HD2Q,--,P02837
PFund,私募,融赢东海1号第5期,RYDH1HD5Q,--,P02839
PFund,私募,汇金聚富1期第12期,HJJF1QD12Q,--,P02843
PFund,私募,安益01号(中融),AY01HZR,--,P03015
PFund,私募,增强57号-第05期,ZQ57HD05Q,--,P03045
PFund,私募,1321G期东方1号第2期,WJFCX1321GQDF1HD2Q,--,P03048
PFund,私募,融享01号-第12期,RX01HD12Q,--,P03067
PFund,私募,稳健02号第8期,WJ02HD8Q,--,P02867
PFund,私募,稳健02号第10期,WJ02HD10Q,--,P02870
PFund,私募,金狮184号,JS184H,--,P02879
PFund,私募,天瑞一期,TRYQ,--,P03768
PFund,私募,融新291号(第5期),RX291HD5Q,--,P03770
PFund,私募,睿鑫9号(一般级),RX9HYBJ,--,P03777
PFund,私募,睿鑫6号(优先级),RX6HYXJ,--,P03778
PFund,私募,民生上海聚财01号,MSSHJC01H,--,P03806
PFund,私募,德欧基金,DOJJ,--,P03817
PFund,私募,中融信托丰收1号,FS1H,--,P04544
PFund,私募,安鑫优选01号第3期,AXYX01HD3Q,--,P04675
PFund,私募,东方榕富1期,DFRF1Q,dongfangrongfu,P04761
PFund,私募,麦巨对冲1号,MJDC1H,--,P03411
