advisor_id,company_name,fund_id,fund_short_name,id,inception_date,initial_unit_value,manager_id,manager_name,manager_name_real,nav,price_date,ret_1m,ret_1y,ret_2y,ret_3m,ret_3y,ret_4y,ret_5y,ret_6m,ret_incep,ret_incep_a,ret_ytd
CO00000044,东莞证券,HF00000SMU,东莞旗峰安盈2号,5429,2015-05-14,1.0,PL000006UO,袁军,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006UO"">袁军</a>",1.0,2015-05-14,,,,,,,,,0.0,,
CO0000004B,华融证券,HF00000F1L,华融质押宝19号,5431,2015-02-16,1.0,PL000003O2,陈艺丹,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003O2"">陈艺丹</a>",1.0,2015-02-16,,,,,,,,,0.0,,
CO0000014E,圆融投资,HF00000XWB,圆融进取3号,5433,2015-08-10,1.0,PL000002PH,宋易朋,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002PH"">宋易朋</a>",1.0,2015-08-10,,,,,,,,,0.0,,
CO0000008P,国信证券,HF000009Z0,国信金信C,5434,2014-09-12,1.0,PL000002SK,吴胜明,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002SK"">吴胜明</a>",1.0,2014-09-12,,,,,,,,,0.0,,
CO000001CG,银河金汇证券资产,HF00000VIA,银河稳盈10号,5435,2015-06-15,1.0,PL000003K0,张嘉瑶,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003K0"">张嘉瑶</a>",1.0,2015-06-15,,,,,,,,,0.0,,
CO000000BF,国泰君安资产,HF00000AM0,国泰君安君享季季赢1号优先级A1,5436,2014-08-14,1.0,PL000003KU,王薇,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003KU"">王薇</a>",1.0,2014-11-07,0.0,,,0.0,,,,,0.0,0.0,
CO000000BF,国泰君安资产,HF00000DIR,国泰君安君享质押易一号,5437,2014-12-25,1.0,PL0000050Q,张振华,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000050Q"">张振华</a>",1.0,2014-12-25,,,,,,,,,0.0,,
CO00000085,华泰证券,HF00000C02,华泰紫金保和2号劣后级,5438,2014-11-14,1.0,PL000005I6,刘文涛,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005I6"">刘文涛</a>",1.0,2014-11-14,,,,,,,,,0.0,,
CO000001KY,勤远投资,HF00000WN4,勤远月利1号,5439,2015-06-11,1.0,PL0000077G,刘伟,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000077G"">刘伟</a>",1.0,2015-07-31,0.0,,,,,,,,0.0,0.0,
CO000008DA,思源恒岳资产,HF00000T0W,千石资本-思源恒岳1号,5440,2015-05-20,1.0,,,,1.0,2015-05-20,,,,,,,,,0.0,,
CO0000022P,拾年投资,HF00000GA4,拾年3号,5441,2015-03-09,1.0,PL000006KX,章剑,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006KX"">章剑</a>",1.0,2015-08-07,0.011122,,,-0.272198,,,,,0.0,0.0,
CO0000001Z,华西证券,HF000005QA,华西红利来六号,5442,2013-07-19,1.0,PL0000014V,胡韧,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000014V"">胡韧</a>",1.0,2013-07-19,,,,,,,,,0.0,,
CO0000002U,国联证券,HF00000V4J,国联定增精选16号风险级,5443,2015-06-09,1.0,PL000003OV,郭琰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003OV"">郭琰</a>",1.0,2015-06-09,,,,,,,,,0.0,,
CO0000008G,晓牛资产,HF000003EC,天津信托-晓牛稳健增长,5444,2012-07-03,1.0,PL000000FX,杜金燕,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000FX"">杜金燕</a>",1.0,2012-07-03,,,,,,,,,0.0,0.0,
CO000008QS,麦巨投资,HF00000FIM,茗辉国邦1号,5445,2014-12-10,1.0,"PL000006EE,PL000006EF","廖挺煌,周权庆","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006EE"">廖挺煌</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006EF"">周权庆</a>",1.0,2014-12-10,,,,,,,,,0.0,,
CO000000RZ,暖流资产,HF000008C5,暖流九鼎1号,5446,2013-08-07,1.0,PL0000036D,程鹏,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000036D"">程鹏</a>",1.0,2013-08-07,,,,,,,,,0.0,,
CO000003NP,聚引资产,HF00000XD9,聚引1号,5447,2015-08-05,1.0,PL0000062G,包燕,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000062G"">包燕</a>",1.0,2015-08-05,,,,,,,,,0.0,0.0,
CO000001CQ,广发证券资产,HF00000U38,广发资管玺智陆港通智选2号人民币份额,5448,2015-06-01,1.0,PL000006QZ,邓云,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006QZ"">邓云</a>",1.0,2015-06-01,,,,,,,,,0.0,0.0,
CO0000002U,国联证券,HF00000V4O,国联定增精选17号风险级,5449,2015-06-09,1.0,PL000003OV,郭琰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003OV"">郭琰</a>",1.0,2015-06-09,,,,,,,,,0.0,,
CO000000BP,渤海证券,HF00000CJO,渤海分级定增宝9号,5450,2014-12-01,1.0,PL000001AS,周里勇,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001AS"">周里勇</a>",1.0,2014-12-01,,,,,,,,,0.0,0.0,
CO00000AL7,洋明投资,HF00000W0G,多策略优选洋明一期,5451,2015-02-25,1.0,PL0000073W,唐鹤群,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000073W"">唐鹤群</a>",1.0,2015-02-25,,,,,,,,,0.0,,
CO0000005V,国金证券,HF00000FNB,国金恒盛分级3号优先级,5452,2015-02-02,1.0,PL000000XU,卢柳柳,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000XU"">卢柳柳</a>",1.0,2015-02-02,,,,,,,,,0.0,0.0,
CO000003PC,恒泽基金,HF00000TFZ,恒泽领航一号,5453,2015-04-23,1.0,PL0000064I,,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000064I""></a>",1.0,2015-04-23,,,,,,,,,0.0,,
CO000000H4,东兴证券,HF000008WP,东兴精质4号稳健1,5454,2014-06-25,1.0,PL000002MO,邱世磊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MO"">邱世磊</a>",1.0,2015-07-29,0.0,-0.007247,,0.0,,,,-0.041595,0.0,0.0,-0.036145
CO000000FX,方得资产,HF000005F6,中融信托-方得稳健成长01号第21期,5455,2013-05-31,1.0,PL0000004S,周新长,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000004S"">周新长</a>",1.0,2014-06-06,0.0,0.002305,,0.0,,,,0.126126,0.0,0.0,0.126126
CO00000074,平安证券,HF000009XJ,平安安融一号A3,5456,2014-09-10,1.0,PL000002UC,禹在军,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002UC"">禹在军</a>",1.0,2014-09-10,,,,,,,,,0.0,,
CO000000ZM,华龙证券,HF000005ZS,华龙金智汇7号,5457,2013-08-28,1.0,PL000002QG,陈彦青,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002QG"">陈彦青</a>",1.0,2013-08-28,,,,,,,,,0.0,,
CO000000IM,财通证券,HF00000746,财通证券聚富1号A6(优先级),5458,2013-11-20,1.0,PL000001GO,周志远,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001GO"">周志远</a>",1.0,2015-07-31,-0.004975,-0.001896,,0.0,,,,-0.005074,0.0,0.0,-0.003587
,,HF0000004P,招行增强回报,5459,2010-08-04,1.0,PL00000075,黄兴,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000075"">黄兴</a>",1.0,2010-08-04,,,,,,,,,0.0,0.0,
CO000000BP,渤海证券,HF00000DF4,渤海分级汇鑫1号,5460,2014-12-22,1.0,PL000000ZM,王智勇,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000ZM"">王智勇</a>",1.0,2014-12-22,,,,,,,,,0.0,,
CO0000002U,国联证券,HF000007M6,国联定增精选5号,5461,2014-03-17,1.0,PL000002MD,周高华,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MD"">周高华</a>",1.0,2014-03-17,,,,,,,,,0.0,,
CO0000004B,华融证券,HF00000FFY,华融质押宝12号C,5462,2014-12-08,1.0,PL000003O2,陈艺丹,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003O2"">陈艺丹</a>",1.0,2014-12-08,,,,,,,,,0.0,,
CO00000012,中山证券,HF00000S2J,中山中华兴2号,5463,2015-04-01,1.0,PL000001F9,吴昊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001F9"">吴昊</a>",1.0,2015-07-31,0.0,,,0.0,,,,,0.0,0.0,
CO000002I8,复利投资,HF00000BSC,复利东方1号优先,5464,2013-10-25,1.0,PL000004S2,黄真,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000004S2"">黄真</a>",1.0,2013-10-25,,,,,,,,,0.0,,
CO000000H4,东兴证券,HF000009B1,东兴金选兴盛4号,5465,2014-07-30,1.0,PL000002MO,邱世磊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MO"">邱世磊</a>",1.0,2014-07-30,,,,,,,,,0.0,,
CO000003G3,义乌高创投资,HF00000X4N,高创-凯达3号,5466,2015-06-19,1.0,PL0000077X,盛华红,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000077X"">盛华红</a>",1.0,2015-06-19,,,,,,,,,0.0,,
CO0000011X,双合金达投资,HF000006QI,山西信托-双合金达(二期),5467,2013-11-18,1.0,PL000001JG,胡兴建,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001JG"">胡兴建</a>",1.0,2013-11-18,,,,,,,,,0.0,,
CO000000G8,中信建投,HF00000F98,中信建投香雪财富1号,5468,2015-02-03,1.0,PL0000017C,李伟,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000017C"">李伟</a>",1.0,2015-02-03,,,,,,,,,0.0,0.0,
CO0000002E,齐鲁证券,HF00000FLO,齐鲁滴泉1号优先级,5469,2015-03-10,1.0,PL000006EY,罗璇,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006EY"">罗璇</a>",1.0,2015-03-10,,,,,,,,,0.0,,
CO000000H4,东兴证券,HF000008TM,东兴金选兴盛3号,5470,2014-06-25,1.0,PL000002MO,邱世磊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MO"">邱世磊</a>",1.0,2014-06-25,,,,,,,,,0.0,,
CO000000Y6,日信证券,HF0000059Y,日信长安1号E,5471,2013-05-31,1.0,"PL000002M5,PL0000002T,PL000002QZ,PL000001AP,PL000001KW","李岩,沈涛,陈天宇,华一民,徐文峰","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002M5"">李岩</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000002T"">沈涛</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002QZ"">陈天宇</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001AP"">华一民</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001KW"">徐文峰</a>",1.0,2013-05-31,,,,,,,,,0.0,,
CO000000BF,国泰君安资产,HF00000VAM,国泰君安君享丰益三号,5472,2015-06-11,1.0,PL0000012K,钟玉聪,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000012K"">钟玉聪</a>",1.0,2015-06-11,,,,,,,,,0.0,,
,,HF00000029,睿尊稳健增利1号,5473,2010-09-06,1.0,PL00000087,李剑峰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000087"">李剑峰</a>",1.0,2010-09-06,,,,,,,,,0.0,,
CO000000AK,太平洋证券,HF00000AYN,太平洋红珊瑚智汇5号,5474,2014-10-22,1.0,PL000003CU,周余,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003CU"">周余</a>",1.0,2014-10-22,,,,,,,,,0.0,,
CO00000044,东莞证券,HF00000WZB,旗峰安盈4号劣后级,5475,2015-07-22,1.0,PL000006UO,袁军,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006UO"">袁军</a>",1.0,2015-07-22,,,,,,,,,0.0,,
CO000000QH,鹏扬投资,HF000004NS,外贸信托-鹏扬安享8号,5476,2013-04-08,1.0,PL000000V7,杨爱斌,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000V7"">杨爱斌</a>",1.0,2013-04-08,,,,,,,,,0.0,,
CO000001CT,友山基金,HF00000TQ9,友山润丰1号,5477,2015-05-19,1.0,PL0000079K,张卫仆,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000079K"">张卫仆</a>",1.0,2015-05-19,,,,,,,,,0.0,,
CO000000IM,财通证券,HF000009ME,财通聚富2号A26,5478,2014-07-04,1.0,"PL000001GO,PL00000323","常娜娜,周志远","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001GO"">常娜娜</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000323"">周志远</a>",1.0,2015-07-31,-0.035308,-0.006162,,-0.022865,,,,-0.004876,0.0,0.0,-0.036052
CO000009P3,盛牛资产,HF00000XZI,金牛角1号,5479,2015-08-03,1.0,PL000007BD,石奕明,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000007BD"">石奕明</a>",1.0,2015-08-03,,,,,,,,,0.0,0.0,
CO0000009X,西藏同信证券,HF0000064Q,西藏同信同心3号,5480,2013-09-13,1.0,PL000002QR,朱凌燕,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002QR"">朱凌燕</a>",1.0,2013-09-13,,,,,,,,,0.0,,
CO000009PD,申万宏源,HF00000SA5,申万灵通睿富10号2期,5481,2015-05-11,1.0,PL000006MJ,刘守征,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006MJ"">刘守征</a>",1.0,2015-05-11,,,,,,,,,0.0,,
CO000000FX,方得资产,HF000004A1,中融信托-方得稳健成长01号第04期,5482,2013-01-18,1.0,PL0000004S,周新长,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000004S"">周新长</a>",1.0,2014-03-21,-0.092312,0.016984,,-0.111901,,,,-0.122807,0.0,0.0,-0.111901
CO000000E9,财富证券,HF00000T2S,财富和泰2号B类,5483,2015-04-30,1.0,PL000004C3,肖彬,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000004C3"">肖彬</a>",1.0,2015-04-30,,,,,,,,,0.0,,
CO0000002U,国联证券,HF00000GBE,国联定增精选11号优先A1,5484,2015-04-07,1.0,PL000002MD,周高华,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MD"">周高华</a>",1.0,2015-04-07,,,,,,,,,0.0,,
CO000000BF,国泰君安资产,HF000005SH,国泰君安君享融通六号二期B类,5485,2013-07-26,1.0,PL000001D8,凌翔,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D8"">凌翔</a>",1.0,2015-02-26,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0
CO000000IM,财通证券,HF00000HHW,财通资管聚富6号,5486,2015-04-16,1.0,"PL000001GO,PL00000323","常娜娜,周志远","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001GO"">常娜娜</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000323"">周志远</a>",1.0,2015-04-16,,,,,,,,,0.0,,
CO0000002U,国联证券,HF00000ACD,国联玉如意5号,5487,2014-09-23,1.0,PL000003CF,沈梦,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003CF"">沈梦</a>",1.0,2014-09-23,,,,,,,,,0.0,,
CO0000005V,国金证券,HF00000CMD,国金恒盛定增分级1号优先级,5488,2014-12-02,1.0,PL000000XU,卢柳柳,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000XU"">卢柳柳</a>",1.0,2014-12-02,,,,,,,,,0.0,0.0,
CO00000085,华泰证券,HF000006WM,华泰泰合久石2号,5489,2013-12-13,1.0,PL0000014F,张驰飞,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000014F"">张驰飞</a>",1.0,2013-12-13,,,,,,,,,0.0,,
CO000000BF,国泰君安资产,HF000006CW,国泰君安君享稳融三号优先级,5490,2013-10-23,1.0,PL000001IO,商园波,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001IO"">商园波</a>",1.0,2015-08-14,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0
CO000000IM,财通证券,HF000007GB,财通聚富1号A22(优先级),5491,2013-11-20,1.0,PL000001GO,周志远,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001GO"">周志远</a>",1.0,2015-07-31,0.0,-0.000899,,0.0,,,,-0.037165,0.0,0.0,-0.033816
CO0000012W,浙商证券资产,HF00000FOI,浙商金惠季季聚利9号,5492,2015-03-12,1.0,PL0000010W,赵娜,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000010W"">赵娜</a>",1.0,2015-03-12,,,,,,,,,0.0,,
CO00000012,中山证券,HF000008YH,中山山峰1号,5493,2014-07-03,1.0,"PL000002T3,PL0000033P","宋雨攸,孟宪春","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002T3"">宋雨攸</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000033P"">孟宪春</a>",1.0,2014-07-03,,,,,,,,,0.0,0.0,
CO000000KK,博融泰,HF000001KC,博融长盛,5494,2010-10-18,1.0,PL000000L9,生克非,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000L9"">生克非</a>",1.0,2010-10-18,,,,,,,,,0.0,,
CO0000010I,联讯证券,HF00000VHV,联讯联安1号6个月第1期,5495,2015-03-03,1.0,"PL000005QE,PL000006GJ","陈智慧,李媛","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005QE"">陈智慧</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006GJ"">李媛</a>",1.0,2015-03-03,,,,,,,,,0.0,0.0,
CO0000014X,博道投资,HF00000CV9,博道债券多利1号,5496,2014-09-24,1.0,PL000005SI,陈芳菲,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005SI"">陈芳菲</a>",1.0,2014-09-24,,,,,,,,,0.0,,
CO0000004B,华融证券,HF00000FH6,华融固收3号,5497,2015-01-22,1.0,PL000006E2,钟泉,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006E2"">钟泉</a>",1.0,2015-01-22,,,,,,,,,0.0,,
CO0000011B,万博兄弟,HF00000S3R,外贸信托-万博稳盈2期证券投资集合资金信托计划,5498,2015-04-22,1.0,PL000001ID,滕泰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001ID"">滕泰</a>",1.0,2015-04-22,,,,,,,,,0.0,,
CO00000097,东海证券,HF00000FTR,东海骁龙2号,5499,2015-02-10,1.0,PL00000657,袁胜钊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000657"">袁胜钊</a>",1.0,2015-02-10,,,,,,,,,0.0,,
CO000000QH,鹏扬投资,HF000004XM,外贸信托-鹏扬安享17号(鹏扬8期),5500,2013-05-03,1.0,PL000000V7,杨爱斌,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000V7"">杨爱斌</a>",1.0,2013-05-03,,,,,,,,,0.0,0.0,
CO0000097U,望正资产,HF00000TYS,望正精英-鹏辉1号证券投资基金,5501,2015-05-20,1.0,PL000006O6,王鹏辉,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006O6"">王鹏辉</a>",1.0,2015-05-20,,,,,,,,,0.0,,
CO0000011Y,华福证券,HF00000WS2,华福兴晟量化2号A,5502,2015-07-08,1.0,PL000001JI,张海钧,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001JI"">张海钧</a>",1.0,2015-07-08,,,,,,,,,0.0,,
CO00000074,平安证券,HF000008VJ,平安融平1号,5503,2014-07-01,1.0,PL000002UC,禹在军,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002UC"">禹在军</a>",1.0,2015-08-14,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0
CO000003NR,聚千投资,HF00000XM5,五矿信托-芙蓉1号-第5期,5504,2015-04-24,1.0,PL0000062I,王红刚,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000062I"">王红刚</a>",1.0,2015-04-24,,,,,,,,,0.0,,
CO000000H4,东兴证券,HF00000C4R,东兴金选兴盛7号稳健6,5505,2014-11-19,1.0,PL000002MO,邱世磊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MO"">邱世磊</a>",1.0,2014-11-19,,,,,,,,,0.0,,
CO000000IM,财通证券,HF00000AIG,财通聚富5号A13,5506,2014-09-19,1.0,"PL000001GO,PL00000323","常娜娜,周志远","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001GO"">常娜娜</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000323"">周志远</a>",1.0,2015-07-31,-0.03363,,,-0.021909,,,,-0.004876,0.0,0.0,-0.015457
CO0000004H,中原证券,HF00000CQF,中原联盟3号18个月2期,5507,2014-12-04,1.0,PL000003EJ,赵阳,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003EJ"">赵阳</a>",1.0,2014-12-04,,,,,,,,,0.0,0.0,
CO000000H4,东兴证券,HF0000073D,东兴金选稳赢9号,5508,2014-01-07,1.0,PL000000GZ,汪乐平,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000GZ"">汪乐平</a>",1.0,2014-01-07,,,,,,,,,0.0,,
CO0000004C,申银万国,HF00000DD5,申万灵通睿富7号1期,5509,2014-12-22,1.0,PL000003DM,李祎祺,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003DM"">李祎祺</a>",1.0,2014-12-22,,,,,,,,,0.0,,
CO000000BF,国泰君安资产,HF00000WH3,国泰君安君享青骊行云追加级,5510,2015-07-03,1.0,PL000001KC,董温婧,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001KC"">董温婧</a>",1.0,2015-07-03,,,,,,,,,0.0,0.0,
CO0000015I,横琴天勤资产,HF00000X0U,天勤进取3号,5511,2015-06-12,1.0,PL000006MU,吕焱松,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006MU"">吕焱松</a>",1.0,2015-06-12,,,,,,,,,0.0,,
CO000000C6,山西证券,HF00000G5A,山西稳健优选22号,5512,2015-02-11,1.0,PL000001EM,王晓峰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001EM"">王晓峰</a>",1.0,2015-02-11,,,,,,,,,0.0,,
CO000000BP,渤海证券,HF00000TTZ,渤海分级汇利6号A,5513,2015-05-27,1.0,PL000006U0,卫廷廷,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006U0"">卫廷廷</a>",1.0,2015-07-17,-0.00705,,,,,,,,0.0,0.0,
CO000000GR,瀚信资产,HF00000H97,瀚信3号,5514,2015-03-31,1.0,PL0000003H,蒋国云,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000003H"">蒋国云</a>",1.0,2015-04-03,,,,,,,,,0.0,,
CO000000H4,东兴证券,HF00000A3M,东兴金选精质12号进取型,5515,2014-09-16,1.0,PL000002MO,邱世磊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MO"">邱世磊</a>",1.0,2015-02-09,-0.031196,,,-0.018164,,,,,0.0,0.0,-0.025531
CO000001PR,盛渔投资,HF00000SB8,盛渔汇金1号,5516,2015-05-07,1.0,PL00000732,简宏洲,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000732"">简宏洲</a>",1.0,2015-05-07,,,,,,,,,0.0,,
CO000000C6,山西证券,HF000008DZ,山西稳健收益7号,5517,2013-12-25,1.0,PL000002LO,宋敏林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002LO"">宋敏林</a>",1.0,2013-12-25,,,,,,,,,0.0,,
